Id,SalePrice,,s,SalePrice_stack,,+us,SalePrice_stack,,+ss,SalePrice_stack,,#VALUE!,,,SalePrice_xg,SalePrice_lgbm,,#VALUE!,#VALUE!,#VALUE!,,Best,Bad,SalePrice_stack,New SalePrice
1729,169473.4274,,,170051.352,,,170079.4198,,,170228.1002,,170119.624,,,164821.875,171509.6769,,169485.6792,169811.5097,170021.8678,,169473.4274,166369.0469,170695.9999,169936.9347
1730,157579.9156,,,156880.4355,,,157705.6468,,,157743.8496,,157443.3106,,,154901.7813,163667.1626,,157601.6465,157926.6823,157897.9118,,157579.9156,159897.5781,156765.8445,157521.4331
1731,120671.4216,,,120854.4072,,,121697.8268,,,121626.4452,,121392.8931,,,120137.1719,120353.9338,,120671.7509,121494.5084,121488.356,,120671.4216,121462.5859,121698.6328,121262.7092
1732,127128.2106,,,125667.0012,,,126590.0602,,,126568.0366,,126275.0327,,,132794.6719,128449.6253,,127153.5454,127154.5526,126973.4478,,127128.2106,129043.1641,126942.3531,128046.2922
1733,116526.9889,,,116233.2484,,,117143.1798,,,117152.9181,,116843.1154,,,118109.9219,116327.3482,,116528.8644,117153.7435,117159.4898,,116526.9889,120051.3828,116831.3321,116947.523
1734,119691.6004,,,120877.6853,,,121933.0204,,,121895.2361,,121568.6473,,,115560.0938,118395.291,,119707.6875,121239.2745,121403.4818,,119691.6004,122297.6172,121030.284,119814.5081
1735,128467.2955,,,126800.9641,,,127832.0595,,,127868.4903,,127500.5046,,,129932.4141,134998.1122,,128500.2538,128480.708,128328.1676,,128467.2955,128413.0156,126881.6962,128556.7675
1736,111487.9141,,,109931.1756,,,110576.3386,,,110516.0713,,110341.1952,,,111764.25,118754.8414,,111529.6866,111231.9876,110990.4187,,111487.9141,113456.2188,110173.3512,111699.2107
1737,291233.417,,,283277.3087,,,283667.3859,,,284587.6516,,283844.1154,,,323972.625,297927.782,,291579.1772,287486.9803,287223.9068,,291233.417,290094.3125,284041.7639,292114.2965
1738,236190.3049,,,244478.3521,,,245715.0904,,,245664.1773,,245285.8733,,,217463.5469,218392.8287,,236513.3028,241824.924,242890.5784,,236190.3049,245228.1406,246120.8829,237663.0755
1739,263124.2121,,,258807.3206,,,259690.7123,,,259586.6892,,259361.574,,,273806.7813,273151.5847,,263208.8793,261621.0982,260975.9386,,263124.2121,263750.1563,259837.7233,263930.1635
1740,222499.3243,,,225521.995,,,226176.9393,,,226061.504,,225920.1461,,,206133.125,225507.8916,,222611.549,224727.0389,225037.4044,,222499.3243,240609.5469,226555.8485,223335.2484
1741,194742.0864,,,195975.6942,,,195929.0872,,,195908.1192,,195937.6335,,,185330.7656,198689.0484,,194785.958,195380.402,195518.298,,194742.0864,203039.9219,195290.3135,194306.192
1742,173011.2195,,,173843.961,,,173969.8281,,,173840.7433,,173884.8441,,,167798.6719,174432.7896,,173025.4919,173570.2544,173568.242,,173011.2195,173830.3281,174843.5464,173725.2037
1743,175881.0961,,,175733.1897,,,175947.7896,,,175851.4772,,175844.1522,,,175762.8594,176691.7265,,175881.4207,175986.9201,175889.0588,,175881.0961,176411.0781,176918.5786,176711.1937
1744,309255.1781,,,312431.5847,,,313466.3046,,,314782.3759,,313560.0884,,,304194.625,299758.7762,,309295.1194,311857.76,313501.8083,,309255.1781,317582.5313,314950.1233,311058.098
1745,225482.3031,,,227761.7326,,,228640.3348,,,228540.7811,,228314.2829,,,216471.5781,224098.1999,,225518.6795,227470.5724,227715.1919,,225482.3031,219744.6875,227531.3372,225357.4043
1746,176132.6275,,,176320.3516,,,176602.2361,,,176721.1265,,176547.9047,,,182628.5938,169025.3498,,176172.3376,176493.6991,176631.711,,176132.6275,180545.6563,170958.4321,172418.996
1747,210789.6295,,,209585.7667,,,210280.1784,,,210247.4604,,210037.8018,,,215198.6875,212063.9131,,210799.4268,210749.3354,210585.8444,,210789.6295,213359.7188,212044.34,212520.4296
1748,224208.2266,,,224887.9713,,,225544.5967,,,225421.7712,,225284.7798,,,224895.1094,220387.7998,,224214.0163,225138.1568,225143.7396,,224208.2266,219942.4063,225988.5096,224984.3962
1749,146721.6756,,,146264.7176,,,146719.3897,,,147080.779,,146688.2954,,,149702.8438,145908.3554,,146726.9822,146871.4591,147153.2611,,146721.6756,152090.2188,147041.8327,147270.964
1750,125496.0784,,,126332.3979,,,125542.8348,,,125518.4828,,125797.9051,,,125162.0313,121990.5282,,125505.5625,125267.5171,125324.2625,,125496.0784,128475.8516,126721.2875,125777.7851
1751,245344.5977,,,248015.9303,,,249122.7919,,,249018.661,,248719.1277,,,251651,227408.4348,,245470.0664,247779.7615,248069.7667,,245344.5977,244714.4063,249466.4248,246485.4149
1752,117914.0556,,,117212.3148,,,118106.12,,,118082.9375,,117800.4574,,,117813.6016,121348.1463,,117922.8825,118312.5856,118232.7311,,117914.0556,119563.6172,117280.4201,117970.557
1753,148410.2567,,,148709.1706,,,150163.3336,,,150159.7763,,149677.4268,,,148322.9531,147109.6875,,148411.3155,149820.7517,149915.4307,,148410.2567,152315.0625,148196.4739,148052.4282
1754,185548.5061,,,187001.9094,,,187769.0597,,,187589.4012,,187453.4568,,,189359.5625,175312.9399,,185602.2119,187008.4665,187064.0862,,185548.5061,189735.0156,185908.1974,184836.6147
1755,167645.5668,,,168458.4449,,,167985.884,,,167813.1071,,168085.812,,,167644.4844,163904.6738,,167653.2851,167676.3013,167609.2543,,167645.5668,167823.3281,168231.4328,167494.3779
1756,127367.6825,,,126983.3281,,,126934.2391,,,127229.866,,127049.1444,,,129728.4922,126825.9481,,127371.4957,127122.2564,127334.6015,,127367.6825,129353.0469,128190.1113,128216.2455
1757,121463.5261,,,121330.9514,,,122276.8609,,,122190.1066,,121932.6396,,,121826.0469,121720.7406,,121463.6841,122206.3755,122148.4353,,121463.5261,122703.9375,121686.6376,121712.6656
1758,143489.5024,,,143477.4321,,,143984.6698,,,143819.4712,,143760.5244,,,147502.9688,139640.0018,,143505.648,143926.824,143794.6726,,143489.5024,145445.2344,144179.6198,143997.1795
1759,160927.5695,,,160848.0515,,,161518.3932,,,161316.6014,,161227.6821,,,159582.5469,162658.6436,,160929.8146,161462.7015,161297.0008,,160927.5695,164770.3125,160695.193,160822.8144
1760,167010.6153,,,167543.635,,,168248.5956,,,168332.9242,,168041.7183,,,163472.3125,168106.9504,,167017.4339,167904.3406,168078.5949,,167010.6153,171780.2344,168000.988,167337.5818
1761,143830.7248,,,148944.4418,,,149757.6829,,,149607.2052,,149436.4433,,,133644.5,131506.2241,,144033.7179,147352.158,147904.0209,,143830.7248,150697.375,149461.3181,144395.532
1762,179533.281,,,181448.0154,,,182166.788,,,182019.1195,,181877.9743,,,171694.7344,178662.0732,,179567.1319,181188.4142,181335.0479,,179533.281,182742.7031,182736.4959,180469.069
1763,175899.4842,,,177240.9885,,,174363.2912,,,174402.1107,,175335.4635,,,173509.1719,172110.8883,,175911.701,174145.8346,174242.9027,,175899.4842,178929.9375,176931.6153,175695.1409
1764,113089.7882,,,113256.1929,,,113985.2926,,,113868.9249,,113703.4702,,,111826.3047,113585.4454,,113091.0976,113806.1741,113752.6199,,113089.7882,116000.8828,113302.507,113123.519
1765,166433.2017,,,169351.9278,,,170261.5298,,,170089.4605,,169900.9727,,,154193.125,165645.788,,166522.1864,168813.6395,169072.4601,,166433.2017,171796.6094,169816.8759,166847.6501
1766,182283.568,,,185975.1848,,,186864.7015,,,186696.771,,186512.2191,,,171833.4844,176097.0493,,182372.2094,185058.7807,185423.6206,,182283.568,187804.25,186711.9764,182887.9643
1767,225822.2304,,,227018.616,,,228208.1752,,,228100.3098,,227775.7003,,,218504.2188,227700.6664,,225843.764,227493.3726,227600.523,,225822.2304,230907.375,226491.9181,225475.0755
1768,143364.9453,,,142789.8715,,,143941.6513,,,143896.4828,,143542.6685,,,143328.7031,146116.2425,,143369.6519,144050.9663,143979.0818,,143364.9453,146245.8438,142592.1476,143231.2463
1769,172765.5943,,,172462.8516,,,173142.2202,,,172936.8691,,172847.3136,,,178348.4844,168732.7839,,172786.1864,173197.9982,172997.2456,,172765.5943,170475.1094,173632.6031,173605.0132
1770,147293.5708,,,149354.1273,,,150686.8938,,,150670.4267,,150237.1493,,,143037.2969,142154.9586,,147326.7274,149554.1866,149862.9968,,147293.5708,151807.7813,150844.8036,148370.202
1771,123737.0519,,,124649.9023,,,125279.2631,,,125295.9492,,125075.0382,,,121165.1328,122102.554,,123745.0846,124768.9044,124929.7386,,123737.0519,128056.6406,122979.5184,122575.8174
1772,133493.1972,,,133601.7638,,,134656.7456,,,134548.5233,,134269.0109,,,132252.6094,134235.1576,,133494.3997,134458.9449,134418.0593,,133493.1972,136757.5938,133734.3702,133587.2253
1773,126995.3964,,,126657.5781,,,127116.9248,,,127169.2053,,126981.2361,,,124845.0391,130798.5465,,127006.8425,127215.6064,127234.464,,126995.3964,128312.3828,124597.9243,125565.0848
1774,141580.4076,,,141356.4752,,,138261.553,,,138245.847,,139287.9584,,,143689.75,140536.3204,,141583.4432,138800.7605,138632.5658,,141580.4076,139604.875,141011.2666,141341.7976
1775,138079.123,,,138172.1627,,,139345.8082,,,139324.8705,,138947.6138,,,138090.3125,137634.4967,,138079.2353,139138.1317,139178.6239,,138079.123,138958,139329.6834,138889.4998
1776,125120.3619,,,125219.0984,,,125746.737,,,125622.3102,,125529.3819,,,124942.9453,124837.534,,125120.4408,125626.8274,125549.1032,,125120.3619,125568.6484,125639.1153,125414.4542
1777,115964.471,,,115352.7884,,,116275.9507,,,116261.193,,115963.3107,,,114646.3594,120228.7,,115978.2108,116438.5717,116378.8267,,115964.471,114972.9688,115005.3117,115734.9783
1778,138653.8684,,,138386.5358,,,139648.3694,,,139625.4286,,139220.1112,,,138310.8125,140255.2326,,138655.4818,139597.2208,139591.188,,138653.8684,142360.3906,139060.389,139127.1803
1779,115895.9546,,,117454.8045,,,117968.764,,,118130.4969,,117851.3551,,,111766.8125,112913.265,,115920.3748,117180.7425,117551.4511,,115895.9546,120741.6797,117525.7603,115970.0454
1780,175769.4671,,,174697.5296,,,175812.863,,,175929.3643,,175479.919,,,181588.125,175064.1026,,175786.1048,176164.7181,176169.0392,,175769.4671,174266.375,175157.9029,176108.3681
1781,129844.2361,,,129448.4786,,,130520.4802,,,130485.6875,,130151.5488,,,130734.75,130810.0048,,129845.6483,130555.7458,130514.3565,,129844.2361,133003.6719,129772.1008,130072.1842
1782,84676.82025,,,84972.24652,,,85652.38989,,,85620.44524,,85415.02722,,,81808.21875,86232.99204,,84686.75418,85423.94006,85460.46125,,84676.82025,88372.13281,85875.283,85318.88031
1783,142387.2304,,,142431.3179,,,143230.7293,,,143154.1871,,142938.7448,,,142136.4219,142432.4885,,142387.2591,143098.2509,143067.2139,,142387.2304,144854.1563,144413.8367,143775.0238
1784,106456.9881,,,107921.4355,,,108514.9312,,,108699.6484,,108378.6717,,,104565.3594,101688.1955,,106483.0381,107760.5897,108142.3613,,106456.9881,106301.5156,108231.2287,106699.8941
1785,121994.0181,,,123818.5539,,,124362.9712,,,124331.2448,,124170.9233,,,118643.6797,117042.9372,,122025.9803,123450.2184,123682.4512,,121994.0181,124240.9531,127433.5886,124556.5053
1786,133071.0643,,,132756.802,,,133616.0771,,,134311.308,,133561.3957,,,128074.8438,139796.0946,,133110.4022,133660.792,134273.7241,,133071.0643,138638.7188,131898.3065,132509.4553
1787,162969.2583,,,163103.1848,,,163838.5374,,,163871.8143,,163604.5122,,,165842.3281,159533.1983,,162978.5583,163677.429,163753.4092,,162969.2583,168439.5313,164436.826,163912.1076
1788,56482.79838,,,58492.17948,,,58944.95352,,,58884.13364,,58773.75555,,,53802.05078,50371.61625,,56570.57569,57984.81672,58204.40363,,56482.79838,72276.67188,57425.46949,55823.87919
1789,96670.25811,,,96938.66279,,,95767.70817,,,95698.89654,,96135.08917,,,96283.9375,95810.30738,,96671.20069,95806.82617,95733.71913,,96670.25811,99350.57813,98590.06922,97827.18538
1790,75398.37358,,,75820.12362,,,74615.57606,,,74584.3721,,75006.69059,,,77796.28125,71196.70624,,75423.03466,74598.90454,74575.58426,,75398.37358,79245.25,76571.65603,75949.10754
1791,180152.0127,,,181290.2091,,,179384.909,,,179400.437,,180025.1851,,,176207.9531,178849.6261,,180161.7833,179125.0523,179213.2723,,180152.0127,174768,179103.2214,178630.8923
1792,160752.6262,,,162850.1974,,,163569.6426,,,163341.1726,,163253.6709,,,159205.5625,152785.9917,,160793.8713,162509.3015,162606.633,,160752.6262,159719.1094,164814.2175,162168.6869
1793,129088.5948,,,127646.7566,,,128277.653,,,128312.4039,,128078.9379,,,128473.8906,136686.3251,,129126.762,128879.9967,128739.1743,,129088.5948,121372.5,127087.7832,128735.481
1794,149540.6881,,,151037.3019,,,151771.2122,,,151937.9446,,151582.1529,,,148077.0313,144161.1208,,149561.8341,150979.9132,151356.0578,,149540.6881,150467.6094,152397.7696,150514.1616
1795,134098.328,,,135564.9578,,,136785.1261,,,136771.2919,,136373.7919,,,132801.6406,128705.5753,,134121.5529,135940.7135,136169.5235,,134098.328,135870.0938,135743.4581,134246.5031
1796,119311.9111,,,119992.2035,,,120683.2431,,,120754.6471,,120476.6979,,,116460.4531,119032.546,,119318.4923,120272.099,120453.8324,,119311.9111,123952.6563,120357.1322,119573.9428
1797,114828.5229,,,116816.6555,,,117267.0058,,,117236.2606,,117106.6406,,,113434.4766,107291.22,,114880.5133,116300.4237,116548.9194,,114828.5229,115660.8672,116367.7047,114566.2482
1798,123912.6882,,,122493.0533,,,123543.3607,,,123478.0685,,123171.4942,,,124590.0313,130047.4012,,123940.7522,124071.9105,123862.1333,,123912.6882,124775.1719,122476.4808,123929.1526
1799,110958.9156,,,110597.4908,,,111327.5443,,,111317.5443,,111080.8598,,,110041.9844,113599.9423,,110964.5326,111396.623,111367.8862,,110958.9156,110239.8828,110265.9531,110732.4573
1800,131257.4302,,,131324.4668,,,132223.7117,,,132300.8229,,131949.6671,,,128046.2656,134228.8214,,131268.3898,132071.6482,132184.4949,,131257.4302,131911.25,130959.842,131013.154
1801,130022.1533,,,128332.9421,,,126745.5455,,,126669.899,,127249.4622,,,141923.9063,126614.0695,,130113.7558,127798.8274,127429.8078,,130022.1533,127597.9141,126666.5232,128947.2626
1802,128394.557,,,127858.2875,,,126458.199,,,126851.6658,,127056.0508,,,132437.6406,126930.051,,128405.955,126909.7896,127134.8838,,128394.557,130681.1484,127763.6496,128339.7088
1803,145609.2996,,,145262.4369,,,141925.0929,,,141816.7703,,143001.4334,,,146302.6094,146541.1065,,145610.2632,142554.64,142277.2791,,145609.2996,146721.5156,144859.7568,145328.3883
1804,143416.8872,,,141829.3384,,,141049.6391,,,141110.2241,,141329.7339,,,144210.4531,150232.2917,,143446.9486,141913.6818,141721.3389,,143416.8872,146560.8281,142330.0682,143797.4599
1805,135452.8417,,,133698.8792,,,134859.3285,,,134824.6419,,134460.9499,,,139371.6875,139899.5536,,135479.9016,135528.0094,135305.7397,,135452.8417,138431.9531,134553.475,136078.1194
1806,122523.4346,,,124371.8379,,,125162.1492,,,125114.1553,,124882.7141,,,119396.1172,117246.8612,,122556.7333,124204.4568,124434.8887,,122523.4346,122270.9063,126039.0143,123723.7572
1807,131174.5477,,,131202.7673,,,132042.4173,,,132032.1455,,131759.11,,,130844.3906,131373.5557,,131174.629,131911.7351,131939.8283,,131174.5477,125152.125,132588.6731,132144.7646
1808,119236.3543,,,121162.992,,,119712.3147,,,119722.0051,,120199.1039,,,114584.7109,115134.2585,,119271.9398,119032.9185,119235.7531,,119236.3543,121411.2813,120555.202,118846.4872
1809,121544.249,,,121825.6191,,,122269.8465,,,122349.3372,,122148.2676,,,118867.5859,122947.2584,,121550.16,122079.1071,122205.1457,,121544.249,123838.875,122666.2013,122138.5683
1810,141320.7996,,,140567.6191,,,141006.4858,,,140892.5692,,140822.2247,,,140708.4063,145519.9131,,141331.5812,141301.5602,141114.7283,,141320.7996,143334.1719,141194.5074,141770.4039
1811,99825.93822,,,100495.0312,,,100789.4589,,,100899.4955,,100727.9952,,,96737.04688,99851.58094,,99834.81602,100440.1386,100638.9774,,99825.93822,100773.4766,103962.61,102262.1217
1812,97847.20532,,,98997.84245,,,99691.75136,,,99725.38502,,99471.65961,,,99967.97656,90686.28983,,97896.62967,99080.70481,99285.55984,,97847.20532,100992.6406,96265.70541,95984.13453
1813,122909.4128,,,122599.7852,,,121177.8774,,,121089.9062,,121622.5229,,,122934.3359,124339.4227,,122910.9134,121522.1376,121344.6035,,122909.4128,129140.7969,121115.5824,121871.9715
1814,97914.42621,,,97485.9053,,,98138.48713,,,98063.01553,,97895.80265,,,95256.52344,102727.7283,,97937.77147,98257.99655,98155.92656,,97914.42621,96769.07031,97805.62914,98161.57913
1815,50967.56297,,,51571.40323,,,51798.96429,,,51821.12293,,51730.49682,,,48216.84375,50993.92235,,50981.59717,51491.86292,51599.54894,,50967.56297,72276.67188,52129.35854,51372.16618
1816,98959.89978,,,101052.6422,,,101613.8581,,,101544.7373,,101403.7459,,,91221.75,97366.00327,,99025.0125,100589.0607,100819.6512,,98959.89978,100753.5859,103225.9322,100546.3157
1817,110063.3517,,,110091.5319,,,110777.604,,,110725.7426,,110531.6262,,,111056.8438,108948.4789,,110064.8707,110669.112,110653.4345,,110063.3517,112275.5469,111059.7439,110742.6199
1818,145908.2968,,,146722.1951,,,144992.6144,,,145158.3847,,145624.3981,,,144548.4844,143506.7555,,145913.8225,144857.5152,145045.3082,,145908.2968,147983.8594,144310.3668,144225.5435
1819,121231.5917,,,119995.7911,,,118637.7717,,,118713.0856,,119115.5495,,,124415.4922,123914.6902,,121246.5811,119411.5964,119258.2862,,121231.5917,122880.4141,120279.3998,121445.1076
1820,55247.37212,,,53194.58914,,,53544.3404,,,53473.04474,,53403.99143,,,58982.66797,61750.16502,,55346.13735,54499.43105,54162.38191,,55247.37212,72276.67188,50906.44577,53744.43718
1821,110531.2725,,,112076.2232,,,113002.2113,,,113381.6144,,112820.0163,,,107105.8359,106911.6391,,110555.9775,112163.1249,112744.3267,,110531.2725,112962.8203,112009.6181,110509.3545
1822,148390.2266,,,148169.67,,,148951.0619,,,148881.0724,,148667.2681,,,153638.125,144319.8605,,148412.4668,148954.9723,148890.8644,,148390.2266,149707.125,150256.1363,149872.9932
1823,45156.40548,,,46058.70968,,,46197.08227,,,46200.42215,,46152.07136,,,42681.76563,43561.03155,,45177.51635,45766.48655,45892.51979,,45156.40548,72276.67188,45875.37273,45049.18078
1824,131180.0084,,,131614.5488,,,130008.4146,,,129972.8726,,130531.9453,,,130912.5391,129434.9385,,131182.3058,130031.56,129992.9593,,131180.0084,131756.9844,132029.2995,131472.6313
1825,132262.5392,,,131240.1967,,,129674.2113,,,129653.0707,,130189.1596,,,132437.1406,136958.8714,,132277.5395,130377.5426,130157.5642,,132262.5392,133731.3281,129631.9086,131151.739
1826,101741.2314,,,102127.8394,,,101028.4518,,,101018.535,,101391.6087,,,100872.3203,100817.2634,,101742.9251,101002.7394,101001.1607,,101741.2314,102088.6406,102019.4648,101667.0635
1827,101146.9187,,,101287.9041,,,100296.0879,,,100236.2885,,100606.7602,,,102953.7266,98727.91431,,101153.779,100372.3505,100296.7417,,101146.9187,104435.8984,100481.2245,100589.1039
1828,135937.3362,,,135648.0755,,,136234.6466,,,136410.9491,,136097.8904,,,133894.8125,139389.7586,,135946.3385,136291.7161,136434.0828,,135937.3362,136230.5313,135632.1759,135935.2096
1829,117864.711,,,119951.0702,,,120871.2938,,,120862.5089,,120561.6243,,,110241.5625,116107.5492,,117918.1159,119793.7505,120093.7136,,117864.711,122594.5703,121055.5788,118691.2719
1830,142052.5871,,,143158.6854,,,143916.5016,,,143839.3023,,143638.1631,,,139867.5469,139142.9978,,142062.6615,143298.9295,143405.8993,,142052.5871,141974.125,145403.58,143634.0885
1831,142600.4723,,,141694.7727,,,142308.6733,,,142449.4659,,142150.9706,,,150292.2031,139385.781,,142638.0385,142662.918,142688.4185,,142600.4723,144993.3438,143047.9417,143585.2584
1832,77275.99262,,,74171.79851,,,74420.14631,,,74574.486,,74388.81027,,,86620.03906,83476.50575,,77434.74068,75908.08396,75621.86464,,77275.99262,81343.30469,71606.14124,75638.78156
1833,137610.1961,,,138670.2502,,,139468.7969,,,139439.4879,,139192.845,,,138181.3438,132220.5585,,137629.4605,138871.2985,139015.6342,,137610.1961,140651.7969,139289.0985,138062.6558
1834,118031.4963,,,116532.0644,,,117177.614,,,117107.0293,,116938.9026,,,121896.3594,121315.4982,,118054.2237,117797.5781,117556.9192,,118031.4963,120722.1094,117643.7279,118832.3894
1835,123751.1817,,,122567.258,,,122568.7776,,,122734.4752,,122623.5036,,,129749.2734,123445.7692,,123776.337,123132.8017,123120.7798,,123751.1817,124511.875,125447.6784,125792.6328
1836,127934.1668,,,127728.59,,,126502.6404,,,126471.3407,,126900.857,,,127207.8906,129633.7928,,127936.2655,126771.1886,126666.2908,,127934.1668,126472.4219,125923.2924,126672.5572
1837,90226.19891,,,91755.40645,,,92014.49647,,,92402.68094,,92057.52795,,,88324.85938,85215.7741,,90259.87954,91280.31131,91839.44452,,90226.19891,93351.375,95380.27,92797.2846
1838,123282.4057,,,123620.0628,,,124306.7478,,,124433.7095,,124120.1734,,,125636.3281,119438.2654,,123295.233,124059.0246,124244.0682,,123282.4057,126183.2813,122327.2858,122390.2891
1839,93951.53719,,,96544.50164,,,97221.38339,,,97235.02445,,97000.30316,,,88016.26563,88321.70204,,94031.8463,95954.04745,96328.42039,,93951.53719,95555.6875,97062.93412,94394.74962
1840,149909.9624,,,147866.36,,,147737.9899,,,147775.3189,,147793.2229,,,144584.8906,165712.9019,,150051.1209,148775.5168,148512.6767,,149909.9624,154333.3281,153921.329,154289.6
1841,135055.6122,,,133543.9889,,,131935.1449,,,131997.2194,,132492.1177,,,133330.1875,144181.1824,,135107.4977,132890.0205,132673.0659,,135055.6122,135950.7031,135011.3587,136134.6577
1842,84831.85795,,,86893.67882,,,85892.75462,,,85854.05064,,86213.49469,,,83724.39063,76841.53258,,84910.46366,85107.3836,85296.94173,,84831.85795,85385.17188,86309.1789,84501.3143
1843,127855.9682,,,128889.1352,,,129455.2144,,,129473.1221,,129272.4906,,,124180.8984,126787.2119,,127867.6112,128899.2521,129074.2154,,127855.9682,131316.2969,129092.9176,128010.2589
1844,133938.2837,,,134917.939,,,133232.4635,,,133321.7996,,133824.0674,,,131823.7188,131536.3639,,133946.5697,133015.1244,133157.6237,,133938.2837,135675.0781,135176.291,134127.4169
1845,138405.5634,,,138913.0622,,,137236.2248,,,137632.0346,,137927.1072,,,135889.3906,138580.9551,,138409.6954,137236.0776,137592.3484,,138405.5634,140716.0625,136046.6775,136403.2276
1846,154625.5053,,,156382.9183,,,157084.4397,,,157033.6243,,156833.6608,,,149328.125,151885.2775,,154650.0532,156177.5563,156390.932,,154625.5053,158496.875,155691.4692,154166.0388
1847,161718.6951,,,162589.6689,,,160541.714,,,160591.0331,,161240.8054,,,152406.8906,167351.507,,161776.5279,160448.9619,160519.8497,,161718.6951,168308.8125,162155.7397,161472.779
1848,52908.27392,,,51507.6411,,,51586.55255,,,51733.86371,,51609.35246,,,57784.36719,54905.04337,,52958.76035,52252.69393,52194.94787,,52908.27392,72276.67188,51252.8682,52780.41952
1849,110864.4893,,,114461.319,,,115023.2955,,,115344.9561,,114943.1902,,,102350.7813,103462.7944,,110994.9596,113326.9844,114101.1392,,110864.4893,114437.9375,116102.7282,112143.9471
1850,116702.2422,,,117039.1119,,,118072.8758,,,118043.5827,,117718.5235,,,112883.4453,119038.1718,,116715.6209,117777.1864,117835.3052,,116702.2422,119029.6953,117110.225,116765.4008
1851,154631.0024,,,155170.7445,,,153309.8216,,,153244.0218,,153908.196,,,155951.375,150848.8293,,154639.5518,153322.4609,153259.6299,,154631.0024,156960.9063,152716.2322,152921.3939
1852,125201.683,,,124824.3146,,,125938.1182,,,125927.0312,,125563.1547,,,125571.2813,126604.0358,,125203.3178,125959.0538,125943.0939,,125201.683,127603.0234,124860.3806,125228.5651
1853,129930.2219,,,127264.84,,,128032.2364,,,128082.0974,,127793.0579,,,132941.2813,139884.1626,,130009.2046,129205.5043,128915.1599,,129930.2219,133264.9688,128225.5406,130681.6961
1854,171310.9166,,,170507.1825,,,171631.6271,,,171673.1357,,171270.6484,,,173049.9375,173352.2573,,171315.357,171851.3529,171825.9319,,171310.9166,173243.9688,171907.1434,172295.3312
1855,149684.6961,,,152602.9216,,,153253.5598,,,153836.5026,,153230.9947,,,143470.3906,142711.9144,,149749.3909,151830.8227,152761.9676,,149684.6961,153929.1094,153752.9902,150554.4389
1856,223924.4063,,,225236.0353,,,226061.0308,,,225950.9114,,225749.3258,,,221027.4063,220759.635,,223933.2809,225337.5794,225445.1723,,223924.4063,222736.7344,227081.862,225225.362
1857,151368.9342,,,151302.3722,,,152155.9962,,,152330.3387,,151929.569,,,141405.375,162367.3251,,151477.5655,152118.2457,152285.9398,,151368.9342,156920.2031,151794.1612,151821.8183
1858,138128.8551,,,139273.4179,,,140043.358,,,140066.4734,,139794.4164,,,134475.7813,136521.1965,,138140.9392,139407.0763,139609.6749,,138128.8551,141452.8594,139302.2136,138161.0962
1859,117069.3782,,,117000.3601,,,117535.6213,,,117512.479,,117349.4868,,,114943.9219,119562.6525,,117076.2382,117496.0945,117486.5598,,117069.3782,118980.3203,117346.5229,117318.5538
1860,148802.6459,,,149207.3051,,,148354.6486,,,148505.9165,,148689.2901,,,143906.1406,151927.9689,,148820.23,148293.3854,148447.0304,,148802.6459,151477.3281,148382.6264,148242.9557
1861,116116.0793,,,115761.6477,,,116303.8086,,,116257.4546,,116107.637,,,114586.1328,119357.0931,,116124.6373,116397.3012,116328.8705,,116116.0793,119085.6719,116759.2334,116822.9472
1862,291966.5621,,,291196.6144,,,292504.7518,,,292414.5493,,292038.6385,,,288506.2188,299131.7177,,291983.3205,292688.7421,292554.9912,,291966.5621,286997.4688,297576.0186,296448.9043
1863,278479.5876,,,273656.5178,,,274863.1619,,,274798.596,,274439.4253,,,286761.9063,293409.2071,,278585.2295,276994.2972,276327.2921,,278479.5876,271347.4063,277948.3,281589.4801
1864,278665.662,,,273917.7721,,,275121.8127,,,275057.507,,274699.0306,,,286761.9063,293409.2071,,278768.1075,277216.7369,276560.312,,278665.662,271391.6563,278144.2236,281726.6266
1865,339625.1799,,,345998.2341,,,347195.2348,,,347055.9292,,346749.7994,,,329013.5938,321445.1569,,339767.5765,344120.0144,344873.2738,,339625.1799,340946.1875,343998.9553,338368.0852
1866,336088.2607,,,332143.8307,,,333061.7785,,,332892.3162,,332699.3085,,,340625.75,350393.135,,336153.5142,334804.4514,334154.0289,,336088.2607,338987.9063,336449.874,339167.7453
1867,230946.3222,,,225742.4542,,,222917.0117,,,222808.5834,,223822.6831,,,240426.7344,246733.8597,,231093.8071,225809.8716,224885.7547,,230946.3222,228604.0781,224334.9498,230108.5556
1868,305766.8039,,,301460.9661,,,297911.6665,,,297895.511,,299089.3812,,,318262.9063,313861.0796,,305841.2741,300452.7122,299712.1591,,305766.8039,304788.75,296417.9092,302311.1359
1869,204643.119,,,204006.4086,,,201862.9306,,,201688.1474,,202519.1622,,,208970.9219,203340.5206,,204651.2024,202463.9213,202134.9048,,204643.119,203557.7813,202633.3937,203690.0924
1870,226992.0302,,,223715.8235,,,221186.2774,,,221050.2288,,221984.1099,,,236950.8594,232716.6649,,227051.2051,223096.9253,222428.5822,,226992.0302,224858.4375,224074.9872,227302.6197
1871,246549.656,,,245180.043,,,244361.5204,,,244010.7921,,244517.4518,,,248691.8906,250863.164,,246559.2883,245119.7613,244587.4657,,246549.656,247607.7813,245964.5508,247108.4453
